ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),Satellites in range,Temperature (F),Level (%),Voltage (Volt),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.4928,1.7322,10.5022,-1.7099,0.381,9.6489,0.2171,1.3512,0.8533,0.062,-0.0917,-0.1361,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,52.111,19.519833,-96.9155,4371.29,2.25,16.129032,15 / 15,86.7,90,4.11,47353,2014-11-08 13:53:42:413
-0.5363,0.5064,9.8797,-1.0717,1.7504,9.5895,0.5354,-1.244,0.2902,0.1566,0.3826,-0.2237,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,50.419,19.519833,-96.9155,4371.29,2.25,16.129032,15 / 15,86.7,90,4.11,47854,2014-11-08 13:53:42:914
0.9266,0.3591,7.5178,-1.634,1.9795,9.4648,2.5606,-1.6203,-1.947,0.3264,0.0132,-0.7541,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,51.727,19.519821,-96.915504,4370.32,2.7,16.129032,15 / 15,86.7,90,4.11,48354,2014-11-08 13:53:43:414
0.4489,1.9585,9.2512,-1.3557,1.1922,9.639,1.8046,0.7662,-0.3878,0.0273,0.1508,-0.01,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,51.735,19.519821,-96.915504,4370.32,2.7,16.129032,15 / 15,86.7,90,4.11,48854,2014-11-08 13:53:43:914
-0.984,2.3846,8.4623,-1.2164,2.0785,9.5063,0.2324,0.3061,-1.044,-0.5065,-0.2947,-0.324,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,58.041,19.519815,-96.915504,4370,2.47,16.129032,14 / 15,86.7,90,4.11,49354,2014-11-08 13:53:44:414
-0.1173,1.2821,7.9847,-1.0352,2.085,9.5264,0.0883,-0.8388,-1.5249,0.8822,0.4148,0.0676,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,56.348,19.519815,-96.915504,4370,2.47,16.129032,14 / 15,86.7,90,4.11,49854,2014-11-08 13:53:44:914
-0.2909,-0.4501,10.8302,-1.4717,0.3977,9.6874,1.1808,-0.8478,1.1427,-0.6163,-0.0017,0.253,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,56.551,19.519806,-96.915504,4368.39,2.47,16.129032,15 / 15,86.7,90,4.11,50356,2014-11-08 13:53:45:416
-2.8359,0.2071,9.4966,-1.0649,0.8089,9.715,-1.7711,-0.6018,-0.2184,-0.08,-0.4511,-0.8486,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,60.724,19.519806,-96.915504,4368.39,2.47,16.129032,15 / 15,86.4,90,4.132,50856,2014-11-08 13:53:45:916
-2.1093,0.7913,10.6051,-1.6325,1.7432,9.5114,-0.4768,-0.9519,1.0937,-0.0844,0.0193,-0.1898,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,59.748,19.519794,-96.915504,4368.39,1.35,16.129032,15 / 15,86.4,90,4.132,51356,2014-11-08 13:53:46:416
-1.1001,2.2374,9.7241,-1.8096,1.9358,9.4418,0.7095,0.3016,0.2822,0.0537,0.2698,1.3385,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,69.661,19.519794,-96.915504,4368.39,1.35,16.129032,15 / 15,86.4,90,4.132,51856,2014-11-08 13:53:46:916
-3.4644,3.8834,8.3761,-1.6249,2.4118,9.3655,-1.8395,1.4716,-0.9894,-0.1927,0.14,0.2593,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,69.101,19.519785,-96.915504,4368.71,1.13,16.129032,14 / 15,86.4,90,4.132,52358,2014-11-08 13:53:47:418
-3.7529,2.9221,8.2229,-2.6969,3.8812,8.5926,-1.056,-0.9591,-0.3697,-0.1117,1.2616,0.5536,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,68.279,19.519785,-96.915504,4368.71,1.13,16.129032,14 / 15,86.4,90,4.132,52858,2014-11-08 13:53:47:918
-2.2817,3.2956,8.752,-2.6262,4.0557,8.5337,0.42,0.0036,1.4896,-0.711,0.3391,0.9532,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,66.628,19.519785,-96.915504,4368.71,1.13,16.129032,14 / 15,86.4,90,4.132,53358,2014-11-08 13:53:48:418
-1.1528,2.6372,9.5541,-2.3489,2.6083,9.157,1.5636,0.3042,1.0363,-0.1581,0.162,-0.2637,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,70.053,19.519785,-96.915504,4368.71,1.13,16.129032,14 / 15,86.4,90,4.132,53858,2014-11-08 13:53:48:918
-2.4672,3.1615,7.6172,-2.344,3.042,9.0234,-0.1723,-0.6418,0.9281,-0.3752,-0.5602,-0.0776,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,70.145,19.519785,-96.915504,4368.71,1.13,16.129032,15 / 15,86.4,90,4.132,54359,2014-11-08 13:53:49:419
-2.3224,2.0614,9.9084,-2.9066,2.9055,8.9039,-1.1492,-0.9794,-0.3219,-0.4333,0.7217,0.264,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,59.239,19.519785,-96.915504,4368.71,1.13,16.129032,15 / 15,86.4,90,4.132,54859,2014-11-08 13:53:49:919
-4.4724,1.7753,9.1482,-2.6859,2.5253,9.0873,-0.3332,-0.2987,0.1771,-0.7041,0.741,0.5063,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,65.412,19.519785,-96.915504,4368.71,1.13,16.129032,14 / 15,86.4,90,4.132,55360,2014-11-08 13:53:50:420
-1.7645,2.1141,9.6079,-2.3433,2.2258,9.2588,0.5177,-0.6109,1.2913,-0.0737,0.3125,0.1457,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,55.368,19.519785,-96.915504,4368.71,1.13,16.129032,14 / 15,86.4,90,4.132,55861,2014-11-08 13:53:50:921
-0.7207,2.3403,10.3525,-2.8073,2.8455,8.955,2.842,0.3975,-0.1121,0.3167,-0.0812,0.093,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,68.206,19.519785,-96.915504,4368.71,1.13,16.129032,13 / 15,86.4,90,4.132,56361,2014-11-08 13:53:51:421
-3.6595,2.1392,8.3713,-1.8765,2.7553,9.2227,-1.382,-0.2737,-0.5652,-0.0732,0.1166,0.1776,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,69.689,19.519785,-96.915504,4368.71,1.13,16.129032,13 / 15,86.4,90,4.132,56861,2014-11-08 13:53:51:921
-0.2586,0.5626,10.4208,-1.8339,1.5921,9.5012,0.3782,-0.4525,2.8457,-0.2654,0.5385,-0.2725,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,73.147,19.519785,-96.915504,4368.71,1.13,16.129032,dic-15,86.4,90,4.132,57363,2014-11-08 13:53:52:423
-2.8311,1.8328,9.2847,-2.3953,2.6191,9.1418,0.371,-0.1315,-0.3048,0.2035,0.191,0.3074,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,73.806,19.519785,-96.915504,4368.71,1.13,16.129032,dic-15,86.4,90,4.132,57863,2014-11-08 13:53:52:923
-2.9209,3.3243,9.2751,-2.4479,2.6646,9.1147,0.1208,0.4407,-0.4082,-0.3465,0.2406,0.5341,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,56.026,19.519785,-96.915504,4368.71,1.13,16.129032,dic-15,86.4,90,4.132,58363,2014-11-08 13:53:53:423
-2.5881,2.8228,6.5673,-1.8089,4.0745,8.7348,-1.0546,-0.9166,-1.9173,0.3357,-0.7468,0.4543,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,67.291,19.519785,-96.915504,4368.71,1.13,16.129032,dic-15,86.4,90,4.132,58863,2014-11-08 13:53:53:923
-2.162,3.7206,8.3761,-1.8409,2.9791,9.16,0.408,0.1274,-0.7839,0.4894,0.0632,-0.2955,-21.7,-11.11,-21.44,76.08,-29.52,-2.49,2,53.316,19.519785,-96.915504,4368.71,1.13,16.129032,dic-14,86.4,90,4.132,59364,2014-11-08 13:53:54:424
-0.4286,2.6205,9.1183,-1.9946,3.2136,9.0479,1.2895,-0.6075,-0.1858,-0.0112,0.3821,0.4106,27.98,10.2,-24.59,311.49,-19.13,12.43,2,53.78,19.519785,-96.915504,4368.71,1.13,16.129032,dic-14,86.4,90,4.132,59864,2014-11-08 13:53:54:924
-3.0143,4.227,9.2285,-2.5642,3.5122,8.7897,-0.2215,-0.0634,-1.7544,-0.3889,-0.0737,0.3652,32.37,8.7,-19.98,306.36,-20.99,16.26,2,69.506,19.519785,-96.915504,4368.71,1.13,16.129032,dic-14,86.4,90,4.132,60365,2014-11-08 13:53:55:425
-1.2103,3.7697,7.7536,-1.6964,3.4421,9.0247,0.4143,-1.613,0.2541,-0.4445,-0.0056,-0.0678,34.28,2.17,-18.65,293.67,-23.16,14.06,2,64.27,19.519785,-96.915504,4368.71,1.13,16.129032,dic-14,86.4,90,4.132,60865,2014-11-08 13:53:55:925
-2.5881,4.0737,10.2149,-1.6936,3.499,9.0033,-0.7976,0.558,1.0236,0.3591,-0.5338,-0.557,30.81,7.48,-20.76,301.48,-20.5,11.74,2,60.408,19.519785,-96.915504,4368.71,1.13,16.129032,dic-14,86.4,90,4.132,61365,2014-11-08 13:53:56:425
0.504,5.5486,8.3797,-0.8117,4.3699,8.7416,0.9745,0.2509,-0.3009,0.6817,-0.1154,0.0317,25.22,5.6,-25.82,308.58,-26.46,5.3,2,70.317,19.519785,-96.915504,4368.71,1.13,16.129032,dic-14,86.4,90,4.132,61865,2014-11-08 13:53:56:925
0.0108,3.4105,9.2392,0.3326,3.5073,9.152,-0.1351,-0.9623,-0.0384,-1.0345,-0.4877,0.4753,25.99,4.27,-25.79,303.2,-28.26,2.3,2,66.502,19.519785,-96.915504,4368.71,1.13,16.129032,dic-13,86.4,90,4.132,62366,2014-11-08 13:53:57:426
-1.901,3.0742,9.3901,-1.9888,2.1603,9.3567,-1.0075,0.5858,-1.6366,-0.1488,-0.5646,-0.3218,33.19,11.3,-17.13,298.72,-12.73,12,2,69.797,19.519785,-96.915504,4368.71,1.13,16.129032,dic-13,86.4,90,4.132,62866,2014-11-08 13:53:57:926
-0.9469,1.0104,7.5369,-1.9228,1.8059,9.4452,-0.0967,-2.031,0.0682,-0.1962,0.2147,0.0742,29.65,16.3,-18.59,307.7,-10.34,8.79,2,74.587,19.519785,-96.915504,4368.71,1.13,16.129032,dic-13,86.4,90,4.132,63366,2014-11-08 13:53:58:426
-2.5977,1.8244,9.839,-1.9327,2.5738,9.2634,-0.2053,-1.6891,-0.1894,0.3479,-0.1674,0.7812,36.96,7.83,-14.39,295.75,-9.22,13.27,2,61.264,19.519785,-96.915504,4368.71,1.13,16.129032,dic-13,86.4,90,4.132,63866,2014-11-08 13:53:58:926
-0.5219,2.1033,8.0421,0.0604,1.8477,9.6308,-0.5823,0.2556,-1.5887,0.4099,-0.1747,0.0273,32.38,4.29,-21.51,284.04,-10.86,-0.36,2,65.746,19.519785,-96.915504,4368.71,1.13,16.129032,dic-13,86.4,90,4.132,64576,2014-11-08 13:53:59:636
-0.158,2.727,8.0098,-0.6828,3.8971,8.9731,0.5248,-1.1701,-0.9633,-0.2162,-0.1254,-0.2001,33.92,-2.16,-20.69,283.09,-23.42,4.35,2,71.251,19.519785,-96.915504,4368.71,1.13,16.129032,dic-13,86.4,90,4.132,65151,2014-11-08 13:54:00:211
-0.6907,2.739,8.442,0.4355,3.6929,9.0743,-0.6426,-0.2764,0.214,-0.1659,0.3069,0.0517,30.88,-5.51,-23.18,275.2,-21.98,-0.93,2,72.462,19.519815,-96.915535,4364.84,1.58,16.129032,dic-13,86.4,90,4.132,65689,2014-11-08 13:54:00:749
0.3687,5.3606,8.6886,0.467,4.5346,8.6827,-0.0983,0.826,0.0058,0.0181,0.0681,-0.4926,29.14,-5.68,-24.7,279.97,-27.42,-3.47,2,60.04,19.519815,-96.915535,4364.84,1.58,16.129032,dic-13,86.4,90,4.132,66236,2014-11-08 13:54:01:296
0.3232,4.9668,7.938,-0.2522,4.6564,8.627,0.5754,0.3104,-0.689,-0.6914,-0.1291,0.1496,30.51,-3.65,-23.24,284.48,-28.35,1.67,2,69.526,19.51982,-96.915535,4364.84,1.8,16.129032,dic-13,86.4,90,4.132,66824,2014-11-08 13:54:01:884
-1.3994,3.2585,8.6479,0.1576,3.6842,9.0869,-1.557,-0.4256,-0.4391,0.203,-0.0922,0.0095,31.56,-3.05,-22.47,281.48,-21.12,1.55,2,57.318,19.51982,-96.915535,4364.84,1.8,16.129032,dic-14,86.4,90,4.132,67364,2014-11-08 13:54:02:424
0.2179,4.2832,10.0293,0.6504,3.621,9.0904,-0.4325,0.6622,0.9389,-0.0454,-0.1105,-0.2989,28.67,-2.75,-24.66,280.94,-21.65,-3.05,2,66.095,19.51982,-96.915535,4364.84,1.8,16.129032,dic-14,86.4,90,4.132,67922,2014-11-08 13:54:02:982
1.0139,3.9277,8.418,0.3969,3.7198,9.0651,0.617,0.2079,-0.6471,0.0532,-0.0471,-0.0464,27.17,0.17,-25.32,287.83,-22.29,-2.51,2,59.155,19.519829,-96.91554,4364.52,1.8,16.129032,dic-14,86.4,90,4.132,68446,2014-11-08 13:54:03:506
0.3903,3.9588,9.2811,0.3376,4.5587,8.6761,0.0526,-0.5999,0.605,0.1269,-0.3016,0.3604,30.13,-4.44,-22.98,282.07,-27.7,-2.23,2,54.801,19.519829,-96.91554,4364.52,1.8,16.129032,dic-14,86.4,90,4.132,69050,2014-11-08 13:54:04:110
-1.8136,5.278,8.3139,-0.741,4.2584,8.8027,-1.0727,1.0196,-0.4888,0.0883,0.445,0.234,32.61,-6.73,-19.83,275.72,-26.39,2.38,2,54.404,19.519829,-96.91554,4364.52,1.8,16.129032,14 / 14,86.4,90,4.132,69560,2014-11-08 13:54:04:620
-0.8499,3.8211,9.1782,-0.2453,3.6876,9.0836,-0.6047,0.1336,0.0946,-0.1781,1.0899,2.1912,30.04,-21.53,-14.32,243.42,-22.09,1.55,2,64.948,19.519829,-96.91554,4364.52,1.8,16.129032,14 / 14,86.4,90,4.132,70080,2014-11-08 13:54:05:140
0.8607,2.7318,8.8933,0.5688,2.8765,9.358,0.2919,-0.1447,-0.4648,-0.9759,0.132,1.1355,9.22,-34.11,-12.95,198.71,-17.06,-3.48,2,70.052,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 14,86.4,90,4.132,70597,2014-11-08 13:54:05:657
0.2502,2.8802,7.258,0.3678,4.7411,8.5765,-0.1176,-1.8609,-1.3185,0.2186,0.1166,-0.2127,-0.13,-37.11,-6.56,181.09,-26.24,-4.7,2,69.023,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 14,86.4,90,4.132,71144,2014-11-08 13:54:06:204
0.1832,3.9887,10.1023,0.0424,3.3365,9.2215,0.1407,0.6523,0.8808,0.2401,0.1344,0.0527,7.46,-34.84,-11,193.58,-19.89,-0.26,2,71.611,19.519829,-96.91554,4364.52,1.8,16.129032,dic-14,86.4,90,4.132,71654,2014-11-08 13:54:06:714
0.1448,3.7792,7.8554,-0.1556,4.1454,8.8861,-1.8436,-1.2795,-0.1616,-0.5392,0.1069,0.8176,3.8,-36.3,-8.02,187.8,-26.06,0.4,2,66.111,19.519829,-96.91554,4364.52,1.8,16.129032,dic-14,86.4,90,4.132,72176,2014-11-08 13:54:07:236
0.0539,1.4581,12.3122,0.1948,3.1782,9.2753,-0.141,-1.7201,3.0369,1.5239,-0.0507,-0.6853,-0.9,-33.64,-12.39,178.86,-19.61,-2.11,2,60.199,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 14,86.4,90,4.132,72756,2014-11-08 13:54:07:816
0.1293,5.6443,8.1965,-0.4093,5.0449,8.3995,0.5386,0.5994,-0.203,0.0259,0.1074,0.1608,6.9,-37.07,-3.71,192.98,-30.96,2.79,2,56.704,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 14,86.4,90,4.132,73314,2014-11-08 13:54:08:374
0.832,3.2549,8.1786,0.1303,3.2839,9.2396,0.7017,-0.0289,-1.061,-0.7168,-0.1378,-0.1488,1.97,-34.48,-10.85,184.34,-19.56,-0.81,2,56.383,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,73875,2014-11-08 13:54:08:935
-0.2478,1.251,6.7828,0.0804,3.5562,9.1388,-0.3282,-2.3052,-2.356,0.5207,0.13,-0.2535,7.76,-32.87,-12.48,195.35,-16.72,-1.32,2,56.156,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,74418,2014-11-08 13:54:09:478
1.3958,2.9497,11.3306,-0.0057,1.5948,9.6761,1.4015,1.3548,1.6545,-0.6236,-0.498,1.2885,-0.21,-29.57,-16.89,187.53,-18.75,2.42,2,56.001,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,74965,2014-11-08 13:54:10:025
0.243,2.1249,9.8485,0.1245,1.421,9.7024,0.1185,0.7039,0.1462,0.2191,-0.1747,-0.3125,-4.4,-28.41,-18.33,170.65,-11.05,-0.14,2,53.675,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,75466,2014-11-08 13:54:10:526
0.492,2.381,6.9073,0.1102,2.7779,9.4043,1.3658,-2.1135,0.0528,-0.2127,-0.3713,-0.8652,4.05,-33.17,-13.51,188.55,-16.46,-0.67,2,53.943,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,75970,2014-11-08 13:54:11:030
-1.4569,1.3012,10.3789,-2.4671,2.1941,9.2342,0.2908,0.0673,2.416,-0.1337,-0.6475,0.5712,11.58,-31.54,-14.94,195.82,-12.93,14.96,2,52.241,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,76480,2014-11-08 13:54:11:540
-1.7119,2.0961,9.4942,-0.8783,3.1975,9.229,-0.733,-0.1844,-1.637,0.9388,-0.0795,0.8195,6.9,-34.35,-13.31,191.7,-19.03,5.44,2,56.014,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,77008,2014-11-08 13:54:12:068
0.316,3.9744,8.509,0.9146,4.5259,8.6516,-0.5917,0.5828,0.4131,-0.0473,-0.1891,0.4182,-0.45,-38.01,-6.8,180.29,-26.54,-1.29,2,63.272,19.519829,-96.91554,4364.52,1.8,16.129032,dic-15,86.4,90,4.132,77521,2014-11-08 13:54:12:581
1.2629,4.3706,8.266,0.8301,4.1976,8.8239,0.6867,0.5195,-0.2253,0.1137,0.4087,0.6812,-8.45,-35.25,-8.81,165.47,-25.34,-5.37,2,57.389,19.519829,-96.91554,4364.52,1.8,16.129032,dic-15,86.4,90,4.132,78035,2014-11-08 13:54:13:095
0.2705,4.6519,7.7309,0.4127,4.2326,8.8366,-0.1422,0.4194,-1.1057,0.0576,0.468,0.628,-18.25,-27.19,-13.76,141.39,-25.68,-4.51,2,60.037,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,78642,2014-11-08 13:54:13:702
1.415,2.7725,7.3897,0.4879,4.4241,8.7384,0.927,-1.6517,-1.3487,0.4753,-0.0622,-0.6141,-17.2,-27.59,-13.4,139.02,-26.82,-3.2,2,56.097,19.519829,-96.91554,4364.52,1.8,16.129032,13 / 15,86.4,90,4.132,79208,2014-11-08 13:54:14:268
0.3184,3.4644,10.1837,0.2566,3.5916,9.1217,0.0618,-0.1272,1.0621,0.1342,0.2142,0.4448,-16.21,-25.86,-17.47,141.25,-20.61,-2.32,2,64.594,19.520037,-96.91529,,,275.80646,13 / 14,86.4,90,4.132,79716,2014-11-08 13:54:14:776
-0.006,3.6416,8.5868,0.3298,3.539,9.1399,-0.3357,0.1026,-0.5531,-0.0644,0.0139,-0.0873,-17.8,-24.23,-17.99,134.31,-21.54,-3.01,2,58.91,19.520037,-96.91529,,,275.80646,13 / 14,86.4,90,4.132,80229,2014-11-08 13:54:15:289
0.5602,3.2382,8.3797,0.662,4.3196,8.7791,-0.1017,-1.0815,-0.3994,0.1576,-0.0629,-0.1974,-16.49,-28.09,-14.62,137.14,-25.07,-3.42,2,51.181,19.520037,-96.91529,,,275.80646,dic-14,86.4,90,4.085,80731,2014-11-08 13:54:15:791
1.8555,3.4321,9.1782,0.9333,3.2062,9.2206,0.9222,0.2259,-0.0424,-0.1532,0.1791,0.2479,-16.9,-26.67,-16.51,141.59,-19.8,-6.02,2,51.514,19.520037,-96.91529,,,275.80646,dic-14,86.4,90,4.085,81270,2014-11-08 13:54:16:330
0.3005,2.4565,9.1387,1.1927,2.9923,9.2625,-0.8922,-0.5359,-0.1238,-0.1039,0.0656,-0.0144,-19.94,-21.35,-19.77,126.42,-18.2,-6.25,2,49.751,19.519812,-96.91555,4364.52,2.25,16.129032,dic-13,86.4,90,4.085,81832,2014-11-08 13:54:16:892
1.1624,3.4417,9.1854,0.864,2.8192,9.3529,0.2984,0.6224,-0.1675,0.0825,-0.0329,-0.2664,-18.05,-22.06,-21.18,132.05,-16.9,-5.04,2,72.541,19.519812,-96.91554,4364.84,2.25,16.129032,nov-13,86.4,90,4.085,82394,2014-11-08 13:54:17:454
1.3515,3.0011,9.2751,0.9455,3.6312,9.0604,0.4061,-0.6301,0.2147,-0.0615,0.0371,-0.0142,-16.79,-27.04,-19.13,138.72,-22.27,-5.51,2,74.465,19.519812,-96.91554,4364.84,2.25,16.129032,nov-13,86.4,90,4.085,82937,2014-11-08 13:54:17:997
0.9445,3.1077,9.4822,1.2173,3.0979,9.2245,1.1841,0.248,0.3547,0.0542,0.2369,0.2798,-18.05,-23.29,-21.85,133.47,-18.42,-7.52,2,68.918,19.519802,-96.915535,4364.84,2.7,16.129032,dic-13,86.4,90,4.085,83457,2014-11-08 13:54:18:517
0.7793,3.4955,9.1746,1.1955,3.1635,9.2051,-0.4162,0.332,-0.0305,0.1815,0.1327,0.1718,-19.85,-21.16,-22.38,125.24,-18.82,-7.4,2,73.44,19.519802,-96.915535,4364.84,2.7,16.129032,dic-13,86.4,90,4.085,83977,2014-11-08 13:54:19:037
1.0511,3.4381,9.0273,1.217,3.6169,9.0337,-0.2366,-0.4589,-0.2398,0.2406,-0.0515,-0.0825,-20.48,-21.27,-22.56,123,-20.24,-7.59,2,51.187,19.519796,-96.915535,4364.52,2.47,16.129032,nov-13,86.4,90,4.085,84503,2014-11-08 13:54:19:563
1.0642,3.4632,8.9675,1.4575,3.6044,9.003,-0.5046,0.0288,-0.1205,0.04,-0.049,0.1701,-20.61,-22.26,-22.02,122.75,-21.63,-8.37,2,47.863,19.519796,-96.915535,4364.52,2.47,16.129032,nov-13,86.4,90,4.085,85012,2014-11-08 13:54:20:072
2.5043,2.2733,8.6419,2.4198,3.9512,8.6431,0.0845,-1.6779,-0.0012,0.1274,0.2759,1.0559,-26.05,-16.4,-19.77,101.68,-23.76,-15.64,2,70.129,19.519787,-96.915535,4364.52,2.93,16.129032,09-dic,86.4,90,4.085,85520,2014-11-08 13:54:20:580
3.699,3.2669,7.774,3.6614,3.4209,8.4298,0.0376,-0.154,-0.6559,0.1269,0.3691,-0.1105,-29.35,-6.54,-19.27,79.44,-20.42,-23.48,2,68.168,19.519787,-96.915535,4364.52,2.93,16.129032,09-dic,86.4,90,4.085,86038,2014-11-08 13:54:21:098
4.1456,3.0287,8.5844,3.7201,3.2102,8.4868,0.0914,-0.0571,0.0174,-0.1415,0.0293,0.0112,-29.31,-7.87,-18.61,83.37,-19.58,-23.69,2,47.303,19.51978,-96.91553,4364.19,2.7,16.129032,11-dic,86.4,90,4.085,86556,2014-11-08 13:54:21:616
3.2645,3.1448,8.7879,3.2097,3.3134,8.6539,0.0548,-0.1686,0.134,0.1518,0.3865,0.1152,-27.85,-6.43,-20.8,76.86,-19.53,-21.39,2,46.61,19.51978,-96.91553,4364.19,2.7,16.129032,11-dic,86.4,90,4.085,87111,2014-11-08 13:54:22:171
3.6164,4.0019,7.8697,3.7424,4.0834,8.0926,-0.1259,-0.0815,-0.2229,-0.0815,-1.2321,-0.3789,-29.35,-9.99,-18.52,80.24,-24.61,-24.82,2,46.793,19.51978,-96.91553,4364.19,2.7,16.129032,09-dic,86.4,90,4.085,87658,2014-11-08 13:54:22:718
4.689,3.9899,7.2556,4.6259,4.1007,7.6129,0.0631,-0.1108,-0.3572,0.0254,-0.0266,-0.0449,-31.95,-10.7,-13.87,84.43,-24.72,-31.28,2,48.074,19.51978,-96.91553,4364.19,2.7,16.129032,09-dic,86.4,90,4.085,88192,2014-11-08 13:54:23:252
4.6902,4.312,7.4292,4.6102,4.3256,7.497,0.0908,0.0163,-0.0941,0.0024,0.021,-0.0747,-31.6,-11.53,-13.85,82.41,-25.84,-31.83,2,47.555,19.519785,-96.91552,4364.19,1.8,16.129032,08-nov,86.4,90,4.085,88717,2014-11-08 13:54:23:777
4.0773,4.3586,7.513,4.1785,4.445,7.678,-0.1012,-0.0863,-0.165,0.1054,0.1435,0.0027,-29.5,-12.22,-15.84,84,-26.67,-28.91,2,61.055,19.519785,-96.91552,4364.19,1.8,16.129032,08-nov,86.4,90,4.085,89258,2014-11-08 13:54:24:318
1.5526,4.1348,8.3725,2.0879,4.3962,8.5138,-0.5353,-0.2615,-0.1412,0.8769,0.9108,-0.1513,-23.86,-10.21,-22.26,87.62,-20.5,-18.93,2,63.588,19.519785,-96.91552,4364.19,1.8,16.129032,09-nov,86.4,90,4.085,89812,2014-11-08 13:54:24:872
-0.0814,5.533,7.92,0.393,5.3747,8.1932,-0.4744,0.1583,-0.2732,0.1405,0.1327,0.0344,-16.06,-16.79,-27.06,86.95,-32.57,-3.84,2,68.646,19.519772,-96.91551,4364.84,2.7,16.129032,09-nov,86.4,90,4.085,90414,2014-11-08 13:54:25:474
0.1149,5.1152,8.2133,0.3492,5.1653,8.3288,-0.2343,-0.0501,-0.1155,-0.1142,0.0634,0.0056,-15.85,-15.59,-27.47,86.3,-31.78,-2.4,2,64.959,19.519772,-96.91551,4364.84,2.7,16.129032,09-nov,86.4,90,4.085,90928,2014-11-08 13:54:25:988
1.3288,3.9073,8.7101,1.4643,4.0515,8.8097,-0.1355,-0.1442,-0.0996,-0.0385,-0.2159,-0.0364,-19.71,-11.98,-26.24,86.31,-24.71,-8.13,2,61.607,19.519768,-96.91551,4364.84,2.47,16.129032,08-nov,86.4,90,4.085,91456,2014-11-08 13:54:26:516
0.2191,4.6531,8.5114,0.4396,4.6049,8.6471,-0.2206,0.0482,-0.1357,0.3045,0.1718,0.0332,-16.27,-14.19,-28.32,83.9,-26.93,-4.03,2,63.979,19.519768,-96.91551,4364.84,2.47,16.129032,08-nov,86.4,90,4.085,91979,2014-11-08 13:54:27:039
0.5483,3.814,8.7999,0.5431,4.0617,8.9094,0.0051,-0.2477,-0.1095,-0.1937,0.0276,0.0556,-17.04,-11.88,-28.6,84.02,-31.12,0.3,2,68.262,19.51976,-96.915504,4365.16,2.47,16.129032,09-nov,86.4,90,4.085,92599,2014-11-08 13:54:27:659
